id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 1 gen 1982 ageLiq 64;2023;71173,1;41;83607,1;117,50%;42,28%;;117,47;56938,48;
Cas 1 gen 1982 ageLiq 64;2024;71924,1;42;86601,5;120,40%;42,28%;;120,41;57539,28;
Cas 1 gen 1982 ageLiq 64;2025;73747;43;90314,8;122,50%;42,28%;;122,47;58997,6;
Cas 1 gen 1982 ageLiq 64;2026;75803,3;44;94457,7;124,60%;42,28%;;124,61;60642,64;
Cas 1 gen 1982 ageLiq 64;2027;75514,7;45;95744,8;126,80%;42,28%;;126,79;60411,76;
Cas 1 gen 1982 ageLiq 64;2028;78034,7;46;100671,3;129,00%;42,28%;;129,01;62427,76;
Cas 1 gen 1982 ageLiq 64;2029;80271,1;47;105368,6;131,30%;42,28%;;131,27;64216,88;
Cas 1 gen 1982 ageLiq 64;2030;82484;48;110168,2;133,60%;42,28%;;133,56;65987,2;
Cas 1 gen 1982 ageLiq 64;2031;85694,1;49;116458,7;135,90%;42,28%;;135,9;68555,28;
Cas 1 gen 1982 ageLiq 64;2032;87967,7;50;121640,6;138,30%;42,28%;;138,28;70374,16;
Cas 1 gen 1982 ageLiq 64;2033;91751;51;129092,4;140,70%;42,28%;;140,7;73400,8;
Cas 1 gen 1982 ageLiq 64;2034;96007,6;52;137445,3;143,20%;42,28%;;143,16;76806,08;
Cas 1 gen 1982 ageLiq 64;2035;98822;53;143950,2;145,70%;42,28%;;145,67;79057,6;
Cas 1 gen 1982 ageLiq 64;2036;102575,7;54;152032,9;148,20%;42,28%;;148,22;82060,56;
Cas 1 gen 1982 ageLiq 64;2037;100208,2;55;151123,1;150,80%;42,28%;;150,81;80166,56;
Cas 1 gen 1982 ageLiq 64;2038;102472,2;56;157241,8;153,50%;42,28%;;153,45;81977,76;
Cas 1 gen 1982 ageLiq 64;2039;104214,9;57;162714,4;156,10%;42,28%;;156,13;83371,92;
Cas 1 gen 1982 ageLiq 64;2040;105668,5;58;167871,2;158,90%;42,28%;;158,87;84534,8;
Cas 1 gen 1982 ageLiq 64;2041;106486;59;172130,5;161,70%;42,28%;;161,65;85188,8;
Cas 1 gen 1982 ageLiq 64;2042;108133,6;60;177852,6;164,50%;42,28%;;164,47;86506,88;
Cas 1 gen 1982 ageLiq 64;2043;109603,1;61;183424,3;167,40%;42,28%;;167,35;87682,48;
Cas 1 gen 1982 ageLiq 64;2044;110993,4;62;189001,6;170,30%;42,28%;;170,28;88794,72;
Cas 1 gen 1982 ageLiq 64;2045;112366,3;63;194687,8;173,30%;42,28%;;173,26;89893,04;
Cas 1 gen 1982 ageLiq 64;2046;113887,5;64;200776,7;176,30%;42,28%;;176,29;91110;
Cas 1 gen 1983 ageLiq 64;2007;20571,3;24;18650;90,70%;42,04%;;90,66;16457,04;
Cas 1 gen 1983 ageLiq 64;2008;20788,6;25;19377,1;93,20%;42,04%;;93,21;16630,88;
Cas 1 gen 1983 ageLiq 64;2009;39019,3;26;36401,1;93,30%;42,04%;;93,29;31215,44;
Cas 1 gen 1983 ageLiq 64;2010;43563,1;27;41258,6;94,70%;42,04%;;94,71;34850,48;
Cas 1 gen 1983 ageLiq 64;2011;46388,5;28;44862,4;96,70%;42,04%;;96,71;37110,8;
Cas 1 gen 1983 ageLiq 64;2012;49420,4;29;48728,5;98,60%;42,04%;;98,6;39536,32;
Cas 1 gen 1983 ageLiq 64;2013;52495,8;30;52212,3;99,50%;42,04%;;99,46;41996,64;
Cas 1 gen 1983 ageLiq 64;2014;54256,4;31;54234,7;100,00%;42,04%;;99,96;43405,12;
Cas 1 gen 1983 ageLiq 64;2015;58079,1;32;58079,1;100,00%;42,04%;;100;46463,28;
Cas 1 gen 1983 ageLiq 64;2016;61613,3;33;61724,3;100,20%;42,04%;;100,18;49290,64;
Cas 1 gen 1983 ageLiq 64;2017;65137,5;34;65932,1;101,20%;42,04%;;101,22;52110;
Cas 1 gen 1983 ageLiq 64;2018;67480,6;35;69565,7;103,10%;42,04%;;103,09;53984,48;
Cas 1 gen 1983 ageLiq 64;2019;68352,7;36;71244;104,20%;42,04%;;104,23;54682,16;
Cas 1 gen 1983 ageLiq 64;2020;65992,7;37;69114,2;104,70%;42,04%;;104,73;52794,16;
Cas 1 gen 1983 ageLiq 64;2021;67964,8;38;72348,6;106,50%;42,04%;;106,45;54371,84;
Cas 1 gen 1983 ageLiq 64;2022;67507,6;39;75615,2;112,00%;42,04%;;112,01;54006,08;
Cas 1 gen 1983 ageLiq 64;2023;68226,6;40;80145,8;117,50%;42,04%;;117,47;54581,28;
Cas 1 gen 1983 ageLiq 64;2024;71365,2;41;85928,6;120,40%;42,04%;;120,41;57092,16;
Cas 1 gen 1983 ageLiq 64;2025;72366,6;42;88624,2;122,50%;42,04%;;122,47;57893,28;
Cas 1 gen 1983 ageLiq 64;2026;74145,7;43;92392,1;124,60%;42,04%;;124,61;59316,56;
Cas 1 gen 1983 ageLiq 64;2027;76049,2;44;96422,4;126,80%;42,04%;;126,79;60839,36;
Cas 1 gen 1983 ageLiq 64;2028;76323,7;45;98463,9;129,00%;42,04%;;129,01;61058,96;
Cas 1 gen 1983 ageLiq 64;2029;79009,3;46;103712,3;131,30%;42,04%;;131,27;63207,44;
Cas 1 gen 1983 ageLiq 64;2030;81178,5;47;108424,5;133,60%;42,04%;;133,56;64942,8;
Cas 1 gen 1983 ageLiq 64;2031;83325,3;48;113239,5;135,90%;42,04%;;135,9;66660,24;
Cas 1 gen 1983 ageLiq 64;2032;86479,9;49;119583,2;138,30%;42,04%;;138,28;69183,92;
Cas 1 gen 1983 ageLiq 64;2033;88970,1;50;125179,7;140,70%;42,04%;;140,7;71176,08;
Cas 1 gen 1983 ageLiq 64;2034;92814,7;51;132874,3;143,20%;42,04%;;143,16;74251,76;
Cas 1 gen 1983 ageLiq 64;2035;97140,1;52;141500,3;145,70%;42,04%;;145,67;77712,08;
Cas 1 gen 1983 ageLiq 64;2036;100018,6;53;148242,9;148,20%;42,04%;;148,22;80014,88;
Cas 1 gen 1983 ageLiq 64;2037;103838,7;54;156598,3;150,80%;42,04%;;150,81;83070,96;
Cas 1 gen 1983 ageLiq 64;2038;101461,9;55;155691,5;153,50%;42,04%;;153,45;81169,52;
Cas 1 gen 1983 ageLiq 64;2039;103784,4;56;162042,3;156,10%;42,04%;;156,13;83027,52;
Cas 1 gen 1983 ageLiq 64;2040;105570,9;57;167716,2;158,90%;42,04%;;158,87;84456,72;
Cas 1 gen 1983 ageLiq 64;2041;107043,5;58;173031,7;161,70%;42,04%;;161,65;85634,8;
Cas 1 gen 1983 ageLiq 64;2042;107872;59;177422,3;164,50%;42,04%;;164,47;86297,6;
Cas 1 gen 1983 ageLiq 64;2043;109541,2;60;183320,7;167,40%;42,04%;;167,35;87632,96;
Cas 1 gen 1983 ageLiq 64;2044;111029,8;61;189063,6;170,30%;42,04%;;170,28;88823,84;
Cas 1 gen 1983 ageLiq 64;2045;112438,4;62;194812,8;173,30%;42,04%;;173,26;89950,72;
Cas 1 gen 1983 ageLiq 64;2046;113830,1;63;200675,5;176,30%;42,04%;;176,29;91064,08;
Cas 1 gen 1983 ageLiq 64;2047;115371,4;64;206952,1;179,40%;42,04%;;179,38;92297,12;
Cas 1 gen 1984 ageLiq 64;2008;20478,1;24;19087,6;93,20%;41,81%;;93,21;16382,48;
Cas 1 gen 1984 ageLiq 64;2009;20771,8;25;19378;93,30%;41,81%;;93,29;16617,44;
Cas 1 gen 1984 ageLiq 64;2010;39457,3;26;37370;94,70%;41,81%;;94,71;31565,84;
Cas 1 gen 1984 ageLiq 64;2011;43202,7;27;41781,3;96,70%;41,81%;;96,71;34562,16;
Cas 1 gen 1984 ageLiq 64;2012;46177,8;28;45531,3;98,60%;41,81%;;98,6;36942,24;
Cas 1 gen 1984 ageLiq 64;2013;49275,8;29;49009,7;99,50%;41,81%;;99,46;39420,64;
Cas 1 gen 1984 ageLiq 64;2014;52581,6;30;52560,6;100,00%;41,81%;;99,96;42065,28;
Cas 1 gen 1984 ageLiq 64;2015;54886,6;31;54886,6;100,00%;41,81%;;100;43909,28;
Cas 1 gen 1984 ageLiq 64;2016;58689,4;32;58795,1;100,20%;41,81%;;100,18;46951,52;
Cas 1 gen 1984 ageLiq 64;2017;62198,1;33;62956,9;101,20%;41,81%;;101,22;49758,48;
Cas 1 gen 1984 ageLiq 64;2018;64989,7;34;66997,9;103,10%;41,81%;;103,09;51991,76;
Cas 1 gen 1984 ageLiq 64;2019;67996,2;35;70872,4;104,20%;41,81%;;104,23;54396,96;
Cas 1 gen 1984 ageLiq 64;2020;65584,8;36;68687;104,70%;41,81%;;104,73;52467,84;
Cas 1 gen 1984 ageLiq 64;2021;67673,7;37;72038,7;106,50%;41,81%;;106,45;54138,96;
Cas 1 gen 1984 ageLiq 64;2022;67771,6;38;75911;112,00%;41,81%;;112,01;54217,28;
Cas 1 gen 1984 ageLiq 64;2023;67301,8;39;79059,4;117,50%;41,81%;;117,47;53841,44;
Cas 1 gen 1984 ageLiq 64;2024;68410,8;40;82371,2;120,40%;41,81%;;120,41;54728,64;
Cas 1 gen 1984 ageLiq 64;2025;71804,3;41;87935,6;122,50%;41,81%;;122,47;57443,44;
Cas 1 gen 1984 ageLiq 64;2026;72757,8;42;90662,6;124,60%;41,81%;;124,61;58206,24;
Cas 1 gen 1984 ageLiq 64;2027;74386,2;43;94313,8;126,80%;41,81%;;126,79;59508,96;
Cas 1 gen 1984 ageLiq 64;2028;76863,9;44;99160,8;129,00%;41,81%;;129,01;61491,12;
Cas 1 gen 1984 ageLiq 64;2029;77276,9;45;101438,2;131,30%;41,81%;;131,27;61821,52;
Cas 1 gen 1984 ageLiq 64;2030;79902,4;46;106720,1;133,60%;41,81%;;133,56;63921,92;
Cas 1 gen 1984 ageLiq 64;2031;82006,5;47;111447,2;135,90%;41,81%;;135,9;65605,2;
Cas 1 gen 1984 ageLiq 64;2032;84089,3;48;116277,7;138,30%;41,81%;;138,28;67271,44;
Cas 1 gen 1984 ageLiq 64;2033;87465,3;49;123062,5;140,70%;41,81%;;140,7;69972,24;
Cas 1 gen 1984 ageLiq 64;2034;90001,6;50;128847;143,20%;41,81%;;143,16;72001,28;
Cas 1 gen 1984 ageLiq 64;2035;93909,5;51;136794,4;145,70%;41,81%;;145,67;75127,6;
Cas 1 gen 1984 ageLiq 64;2036;98316,3;52;145719,9;148,20%;41,81%;;148,22;78653,04;
Cas 1 gen 1984 ageLiq 64;2037;101250,2;53;152694,5;150,80%;41,81%;;150,81;81000,16;
Cas 1 gen 1984 ageLiq 64;2038;105137,8;54;161332,2;153,50%;41,81%;;153,45;84110,24;
Cas 1 gen 1984 ageLiq 64;2039;102761,2;55;160444,8;156,10%;41,81%;;156,13;82208,96;
Cas 1 gen 1984 ageLiq 64;2040;105134,8;56;167023,4;158,90%;41,81%;;158,87;84107,84;
Cas 1 gen 1984 ageLiq 64;2041;106944,7;57;172871,9;161,70%;41,81%;;161,65;85555,76;
Cas 1 gen 1984 ageLiq 64;2042;108436,7;58;178351,2;164,50%;41,81%;;164,47;86749,36;
Cas 1 gen 1984 ageLiq 64;2043;109276,1;59;182877,1;167,40%;41,81%;;167,35;87420,88;
Cas 1 gen 1984 ageLiq 64;2044;110967;60;188956,8;170,30%;41,81%;;170,28;88773,6;
Cas 1 gen 1984 ageLiq 64;2045;112475,3;61;194876,7;173,30%;41,81%;;173,26;89980,24;
Cas 1 gen 1984 ageLiq 64;2046;113903,2;62;200804,3;176,30%;41,81%;;176,29;91122,56;
Cas 1 gen 1984 ageLiq 64;2047;115313,3;63;206847,9;179,40%;41,81%;;179,38;92250,64;
Cas 1 gen 1984 ageLiq 64;2048;116875,1;64;213318,2;182,50%;41,81%;;182,52;93500,08;
Cas 1 gen 1985 ageLiq 64;2009;20461,5;24;19088,6;93,30%;41,60%;;93,29;16369,2;
Cas 1 gen 1985 ageLiq 64;2010;21005;25;19893,9;94,70%;41,60%;;94,71;16804;
Cas 1 gen 1985 ageLiq 64;2011;39130,9;26;37843,5;96,70%;41,60%;;96,71;31304,72;
Cas 1 gen 1985 ageLiq 64;2012;43006,4;27;42404,3;98,60%;41,60%;;98,6;34405,12;
Cas 1 gen 1985 ageLiq 64;2013;46042,7;28;45794,1;99,50%;41,60%;;99,46;36834,16;
Cas 1 gen 1985 ageLiq 64;2014;49356,4;29;49336,6;100,00%;41,60%;;99,96;39485,12;
Cas 1 gen 1985 ageLiq 64;2015;53192,3;30;53192,3;100,00%;41,60%;;100;42553,84;
Cas 1 gen 1985 ageLiq 64;2016;55463,4;31;55563,2;100,20%;41,60%;;100,18;44370,72;
Cas 1 gen 1985 ageLiq 64;2017;59246,4;32;59969,2;101,20%;41,60%;;101,22;47397,12;
Cas 1 gen 1985 ageLiq 64;2018;62057;33;63974,6;103,10%;41,60%;;103,09;49645,6;
Cas 1 gen 1985 ageLiq 64;2019;65486,2;34;68256,3;104,20%;41,60%;;104,23;52388,96;
Cas 1 gen 1985 ageLiq 64;2020;65242,8;35;68328,7;104,70%;41,60%;;104,73;52194,24;
Cas 1 gen 1985 ageLiq 64;2021;67255,4;36;71593,4;106,50%;41,60%;;106,45;53804,32;
Cas 1 gen 1985 ageLiq 64;2022;67481,3;37;75585,9;112,00%;41,60%;;112,01;53985,04;
Cas 1 gen 1985 ageLiq 64;2023;67565;38;79368,6;117,50%;41,60%;;117,47;54052;
Cas 1 gen 1985 ageLiq 64;2024;67483,5;39;81254,7;120,40%;41,60%;;120,41;53986,8;
Cas 1 gen 1985 ageLiq 64;2025;68831,6;40;84295,1;122,50%;41,60%;;122,47;55065,28;
Cas 1 gen 1985 ageLiq 64;2026;72192,4;41;89958,1;124,60%;41,60%;;124,61;57753,92;
Cas 1 gen 1985 ageLiq 64;2027;72993,7;42;92548,4;126,80%;41,60%;;126,79;58394,96;
Cas 1 gen 1985 ageLiq 64;2028;75183;43;96992,4;129,00%;41,60%;;129,01;60146,4;
Cas 1 gen 1985 ageLiq 64;2029;77823,8;44;102156,2;131,30%;41,60%;;131,27;62259,04;
Cas 1 gen 1985 ageLiq 64;2030;78150,4;45;104380,1;133,60%;41,60%;;133,56;62520,32;
Cas 1 gen 1985 ageLiq 64;2031;80717,4;46;109695,3;135,90%;41,60%;;135,9;64573,92;
Cas 1 gen 1985 ageLiq 64;2032;82758,4;47;114437,2;138,30%;41,60%;;138,28;66206,72;
Cas 1 gen 1985 ageLiq 64;2033;85047,6;48;119660,7;140,70%;41,60%;;140,7;68038,08;
Cas 1 gen 1985 ageLiq 64;2034;88479,3;49;126667,7;143,20%;41,60%;;143,16;70783,44;
Cas 1 gen 1985 ageLiq 64;2035;91063,2;50;132648,3;145,70%;41,60%;;145,67;72850,56;
Cas 1 gen 1985 ageLiq 64;2036;95046,7;51;140873,7;148,20%;41,60%;;148,22;76037,36;
Cas 1 gen 1985 ageLiq 64;2037;99527;52;150095,7;150,80%;41,60%;;150,81;79621,6;
Cas 1 gen 1985 ageLiq 64;2038;102516,9;53;157310,3;153,50%;41,60%;;153,45;82013,52;
Cas 1 gen 1985 ageLiq 64;2039;106484,2;54;166257,6;156,10%;41,60%;;156,13;85187,36;
Cas 1 gen 1985 ageLiq 64;2040;104098,3;55;165376,7;158,90%;41,60%;;158,87;83278,64;
Cas 1 gen 1985 ageLiq 64;2041;106503;56;172157,9;161,70%;41,60%;;161,65;85202,4;
Cas 1 gen 1985 ageLiq 64;2042;108336,6;57;178186,5;164,50%;41,60%;;164,47;86669,28;
Cas 1 gen 1985 ageLiq 64;2043;109848,2;58;183834,5;167,40%;41,60%;;167,35;87878,56;
Cas 1 gen 1985 ageLiq 64;2044;110698,6;59;188499,6;170,30%;41,60%;;170,28;88558,88;
Cas 1 gen 1985 ageLiq 64;2045;112411,7;60;194766,6;173,30%;41,60%;;173,26;89929,36;
Cas 1 gen 1985 ageLiq 64;2046;113940,5;61;200870,2;176,30%;41,60%;;176,29;91152,4;
Cas 1 gen 1985 ageLiq 64;2047;115387,3;62;206980,6;179,40%;41,60%;;179,38;92309,84;
Cas 1 gen 1985 ageLiq 64;2048;116816,2;63;213210,8;182,50%;41,60%;;182,52;93452,96;
Cas 1 gen 1985 ageLiq 64;2049;118398,6;64;219880,7;185,70%;41,60%;;185,71;94718,88;
Cas 1 gen 1986 ageLiq 64;2010;20691,3;24;19596,7;94,70%;41,41%;;94,71;16553,04;
Cas 1 gen 1986 ageLiq 64;2011;20831,2;25;20145,9;96,70%;41,41%;;96,71;16664,96;
Cas 1 gen 1986 ageLiq 64;2012;38953,1;26;38407,7;98,60%;41,41%;;98,6;31162,48;
Cas 1 gen 1986 ageLiq 64;2013;42880,6;27;42649;99,50%;41,41%;;99,46;34304,48;
Cas 1 gen 1986 ageLiq 64;2014;46117,9;28;46099,5;100,00%;41,41%;;99,96;36894,32;
Cas 1 gen 1986 ageLiq 64;2015;49929,6;29;49929,6;100,00%;41,41%;;100;39943,68;
Cas 1 gen 1986 ageLiq 64;2016;53751,3;30;53848;100,20%;41,41%;;100,18;43001,04;
Cas 1 gen 1986 ageLiq 64;2017;55989,8;31;56672,8;101,20%;41,41%;;101,22;44791,84;
Cas 1 gen 1986 ageLiq 64;2018;59112;32;60938,6;103,10%;41,41%;;103,09;47289,6;
Cas 1 gen 1986 ageLiq 64;2019;62531,1;33;65176,2;104,20%;41,41%;;104,23;50024,88;
Cas 1 gen 1986 ageLiq 64;2020;62834,5;34;65806,5;104,70%;41,41%;;104,73;50267,6;
Cas 1 gen 1986 ageLiq 64;2021;66904,6;35;71220;106,50%;41,41%;;106,45;53523,68;
Cas 1 gen 1986 ageLiq 64;2022;67064,2;36;75118,6;112,00%;41,41%;;112,01;53651,36;
Cas 1 gen 1986 ageLiq 64;2023;67275,6;37;79028,7;117,50%;41,41%;;117,47;53820,48;
Cas 1 gen 1986 ageLiq 64;2024;67747,4;38;81572,5;120,40%;41,41%;;120,41;54197,92;
Cas 1 gen 1986 ageLiq 64;2025;67898,6;39;83152,5;122,50%;41,41%;;122,47;54318,88;
Cas 1 gen 1986 ageLiq 64;2026;69203,7;40;86233,9;124,60%;41,41%;;124,61;55362,96;
Cas 1 gen 1986 ageLiq 64;2027;72426,5;41;91829,3;126,80%;41,41%;;126,79;57941,2;
Cas 1 gen 1986 ageLiq 64;2028;73775,7;42;95176,8;129,00%;41,41%;;129,01;59020,56;
Cas 1 gen 1986 ageLiq 64;2029;76122;43;99922,2;131,30%;41,41%;;131,27;60897,6;
Cas 1 gen 1986 ageLiq 64;2030;78703,5;44;105118,9;133,60%;41,41%;;133,56;62962,8;
Cas 1 gen 1986 ageLiq 64;2031;78947,5;45;107290,1;135,90%;41,41%;;135,9;63158;
Cas 1 gen 1986 ageLiq 64;2032;81457,5;46;112638,4;138,30%;41,41%;;138,28;65166;
Cas 1 gen 1986 ageLiq 64;2033;83701,4;47;117766,7;140,70%;41,41%;;140,7;66961,12;
Cas 1 gen 1986 ageLiq 64;2034;86033,5;48;123166,3;143,20%;41,41%;;143,16;68826,8;
Cas 1 gen 1986 ageLiq 64;2035;89523;49;130404,7;145,70%;41,41%;;145,67;71618,4;
Cas 1 gen 1986 ageLiq 64;2036;92165,9;50;136604;148,20%;41,41%;;148,22;73732,72;
Cas 1 gen 1986 ageLiq 64;2037;96217;51;145104;150,80%;41,41%;;150,81;76973,6;
Cas 1 gen 1986 ageLiq 64;2038;100772,1;52;154633;153,50%;41,41%;;153,45;80617,68;
Cas 1 gen 1986 ageLiq 64;2039;103829,7;53;162113;156,10%;41,41%;;156,13;83063,76;
Cas 1 gen 1986 ageLiq 64;2040;107869,8;54;171368,3;158,90%;41,41%;;158,87;86295,84;
Cas 1 gen 1986 ageLiq 64;2041;105452,9;55;170460,6;161,70%;41,41%;;161,65;84362,32;
Cas 1 gen 1986 ageLiq 64;2042;107889,1;56;177450,5;164,50%;41,41%;;164,47;86311,28;
Cas 1 gen 1986 ageLiq 64;2043;109746,8;57;183664,8;167,40%;41,41%;;167,35;87797,44;
Cas 1 gen 1986 ageLiq 64;2044;111278,1;58;189486,4;170,30%;41,41%;;170,28;89022,48;
Cas 1 gen 1986 ageLiq 64;2045;112139,7;59;194295,3;173,30%;41,41%;;173,26;89711,76;
Cas 1 gen 1986 ageLiq 64;2046;113876,1;60;200756,7;176,30%;41,41%;;176,29;91100,88;
Cas 1 gen 1986 ageLiq 64;2047;115425,1;61;207048,5;179,40%;41,41%;;179,38;92340,08;
Cas 1 gen 1986 ageLiq 64;2048;116891,2;62;213347,6;182,50%;41,41%;;182,52;93512,96;
Cas 1 gen 1986 ageLiq 64;2049;118339;63;219769,9;185,70%;41,41%;;185,71;94671,2;
Cas 1 gen 1986 ageLiq 64;2050;119942,5;64;226645,9;189,00%;41,41%;;188,96;95954;
Cas 1 gen 1987 ageLiq 64;2011;20520,1;24;19845;96,70%;41,25%;;96,71;16416,08;
Cas 1 gen 1987 ageLiq 64;2012;20736,6;25;20446,3;98,60%;41,25%;;98,6;16589,28;
Cas 1 gen 1987 ageLiq 64;2013;38839,1;26;38629,4;99,50%;41,25%;;99,46;31071,28;
Cas 1 gen 1987 ageLiq 64;2014;42950,6;27;42933,5;100,00%;41,25%;;99,96;34360,48;
Cas 1 gen 1987 ageLiq 64;2015;46653,6;28;46653,6;100,00%;41,25%;;100;37322,88;
Cas 1 gen 1987 ageLiq 64;2016;50454,3;29;50545,1;100,20%;41,25%;;100,18;40363,44;
Cas 1 gen 1987 ageLiq 64;2017;54261,4;30;54923,4;101,20%;41,25%;;101,22;43409,12;
Cas 1 gen 1987 ageLiq 64;2018;55862,7;31;57588,9;103,10%;41,25%;;103,09;44690,16;
Cas 1 gen 1987 ageLiq 64;2019;59563,6;32;62083,2;104,20%;41,25%;;104,23;47650,88;
Cas 1 gen 1987 ageLiq 64;2020;59999;33;62837;104,70%;41,25%;;104,73;47999,2;
Cas 1 gen 1987 ageLiq 64;2021;64435;34;68591,1;106,50%;41,25%;;106,45;51548;
Cas 1 gen 1987 ageLiq 64;2022;66714,4;35;74726,8;112,00%;41,25%;;112,01;53371,52;
Cas 1 gen 1987 ageLiq 64;2023;66859,8;36;78540,2;117,50%;41,25%;;117,47;53487,84;
Cas 1 gen 1987 ageLiq 64;2024;67457,3;37;81223,1;120,40%;41,25%;;120,41;53965,84;
Cas 1 gen 1987 ageLiq 64;2025;68164,2;38;83477,8;122,50%;41,25%;;122,47;54531,36;
Cas 1 gen 1987 ageLiq 64;2026;68265,7;39;85065;124,60%;41,25%;;124,61;54612,56;
Cas 1 gen 1987 ageLiq 64;2027;69428,1;40;88027,6;126,80%;41,25%;;126,79;55542,48;
Cas 1 gen 1987 ageLiq 64;2028;73202,4;41;94437,2;129,00%;41,25%;;129,01;58561,92;
Cas 1 gen 1987 ageLiq 64;2029;74697;42;98051,8;131,30%;41,25%;;131,27;59757,6;
Cas 1 gen 1987 ageLiq 64;2030;76982,4;43;102820,1;133,60%;41,25%;;133,56;61585,92;
Cas 1 gen 1987 ageLiq 64;2031;79506,3;44;108049,4;135,90%;41,25%;;135,9;63605,04;
Cas 1 gen 1987 ageLiq 64;2032;79671,4;45;110168,6;138,30%;41,25%;;138,28;63737,12;
Cas 1 gen 1987 ageLiq 64;2033;82385,7;46;115915,5;140,70%;41,25%;;140,7;65908,56;
Cas 1 gen 1987 ageLiq 64;2034;84671,8;47;121216,8;143,20%;41,25%;;143,16;67737,44;
Cas 1 gen 1987 ageLiq 64;2035;87048,4;48;126800;145,70%;41,25%;;145,67;69638,72;
Cas 1 gen 1987 ageLiq 64;2036;90607;49;134293,5;148,20%;41,25%;;148,22;72485,6;
Cas 1 gen 1987 ageLiq 64;2037;93300,8;50;140706,1;150,80%;41,25%;;150,81;74640,64;
Cas 1 gen 1987 ageLiq 64;2038;97420,8;51;149490,4;153,50%;41,25%;;153,45;77936,64;
Cas 1 gen 1987 ageLiq 64;2039;102062,6;52;159354;156,10%;41,25%;;156,13;81650,08;
Cas 1 gen 1987 ageLiq 64;2040;105180,7;53;167096,3;158,90%;41,25%;;158,87;84144,56;
Cas 1 gen 1987 ageLiq 64;2041;109273,5;54;176636,3;161,70%;41,25%;;161,65;87418,8;
Cas 1 gen 1987 ageLiq 64;2042;106825,4;55;175701;164,50%;41,25%;;164,47;85460,32;
